City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
472,Otofuke,JP,42.9917,143.2003,42.8,33,40,12.66,scattered clouds
473,Monrovia,LR,6.3005,-10.7969,75.2,94,40,6.91,light rain
474,Havelock,US,34.8791,-76.9013,66.0,90,96,4.79,overcast clouds
475,Karratha,AU,-20.7377,116.8463,87.37,60,81,17.58,broken clouds
476,Maloy,NO,61.9353,5.1136,36.0,87,75,31.07,broken clouds
477,Taft,IR,31.7471,54.2088,75.2,13,100,6.91,overcast clouds
478,Andros,GR,37.8333,24.9333,50.0,49,67,21.0,broken clouds
479,Chuguyevka,RU,44.1653,133.8633,41.11,43,100,9.55,overcast clouds
480,Saskatoon,CA,52.1168,-106.6345,35.01,80,75,11.5,broken clouds
481,Pozo Colorado,PY,-23.4923,-58.7972,74.82,64,0,5.03,clear sky
482,Auki,SB,-8.7676,160.7034,76.24,81,100,2.44,moderate rain
483,Loralai,PK,30.3705,68.598,73.67,10,13,6.31,few clouds
484,Gainesville,US,29.6516,-82.3248,60.01,94,1,3.4,clear sky
485,Cayenne,GF,4.9333,-52.3333,75.2,100,90,2.3,overcast clouds
486,Nouadhibou,MR,20.931,-17.0347,64.4,82,0,13.8,clear sky
487,Semibratovo,RU,57.3046,39.5369,37.4,81,75,11.18,broken clouds
488,Verkhnyaya Toyma,RU,62.2349,44.9985,36.34,85,100,12.19,overcast clouds
489,Timra,SE,62.487,17.3257,32.0,100,90,13.8,light snow
490,Innisfail,AU,-17.5333,146.0333,80.56,74,35,3.74,scattered clouds
491,Labytnangi,RU,66.6572,66.4183,33.62,98,93,13.15,overcast clouds
492,Marsassoum,SN,12.8275,-15.9806,69.8,88,0,4.61,clear sky
493,Rodino,RU,52.5,80.25,38.64,83,31,14.23,scattered clouds
494,Baruun-Urt,MN,46.6806,113.2792,59.63,17,100,16.73,overcast clouds
495,Havoysund,NO,70.9963,24.6622,32.0,80,75,10.36,broken clouds
496,Rincon,US,32.296,-81.2354,64.4,77,75,6.91,broken clouds
497,Wanning,CN,18.8003,110.3967,80.65,69,35,8.88,scattered clouds
498,Katsuura,JP,35.1333,140.3,61.0,33,75,9.22,broken clouds
499,Christchurch,NZ,-43.5333,172.6333,62.01,77,100,5.75,overcast clouds
500,Kirakira,SB,-10.4544,161.9205,78.48,84,100,7.85,moderate rain
501,Poya,NC,-21.35,165.15,75.36,91,100,4.36,overcast clouds
502,Nuuk,GL,64.1835,-51.7216,35.6,80,90,33.38,light snow
503,Leirvik,NO,59.7798,5.5005,37.99,93,40,60.4,light rain
504,Pokhvistnevo,RU,53.6524,52.1274,40.14,99,100,2.91,light rain
505,Svobodnyy,RU,51.4,128.1333,49.23,24,5,5.75,clear sky
506,Moose Factory,CA,51.2585,-80.6094,33.8,100,90,14.97,light rain
507,Chitral,PK,35.8462,71.7858,50.77,56,2,4.34,clear sky
508,Amapa,BR,1.0,-52.0,70.9,99,95,1.5,overcast clouds
509,Dauphin,CA,51.1494,-100.0502,37.4,87,1,4.61,clear sky
510,De Aar,ZA,-30.6497,24.0123,74.64,21,1,4.25,clear sky
511,Oskaloosa,US,41.2964,-92.6444,50.0,93,90,11.5,mist
512,Rio Grande,BR,-32.035,-52.0986,69.01,97,100,11.1,overcast clouds
513,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.36,99,100,2.55,overcast clouds
514,Cabra,ES,37.4725,-4.4421,51.8,87,20,2.3,few clouds
515,Miles City,US,46.4083,-105.8406,39.2,93,90,10.36,overcast clouds
516,Wamba,NG,8.9333,8.6,82.26,59,100,3.33,overcast clouds
517,Balagansk,RU,54.0103,103.0544,36.23,83,90,8.81,overcast clouds
518,Tlaltizapan,MX,18.6833,-99.1167,77.0,48,17,1.83,few clouds
519,Medea,DZ,36.2642,2.7539,57.2,82,75,2.3,broken clouds
520,Bintulu,MY,3.1667,113.0333,91.4,62,40,6.91,scattered clouds
521,Ijui,BR,-28.3878,-53.9147,67.64,73,80,7.16,broken clouds
522,Owosso,US,42.9978,-84.1766,55.99,88,90,6.73,overcast clouds
523,Gualaca,PA,8.5333,-82.3,74.91,90,100,1.86,overcast clouds
524,San Luis,AR,-33.295,-66.3356,63.45,93,97,8.14,overcast clouds
525,Gravdal,NO,68.1214,13.5031,30.2,64,20,12.66,few clouds
526,Makaryev,RU,57.8797,43.8069,37.27,80,12,10.94,few clouds
527,Odienne,CI,9.51,-7.5692,76.78,66,1,2.33,clear sky
528,Davila,PH,18.4726,120.5763,87.8,62,20,11.5,few clouds
529,Fare,PF,-16.7,-151.0167,81.64,72,50,6.96,scattered clouds
530,Malaya Vishera,RU,58.8454,32.2222,39.38,53,13,11.3,few clouds
531,Jetafe,PH,10.1472,124.1539,84.2,65,75,8.05,broken clouds
532,Batemans Bay,AU,-35.7167,150.1833,66.0,70,100,3.0,overcast clouds
533,Pevek,RU,69.7008,170.3133,-10.8,95,10,1.83,clear sky
534,Santa Cruz,BO,-17.8,-63.1667,73.4,100,20,3.44,few clouds
535,Male,MV,4.1748,73.5089,87.8,74,75,8.05,broken clouds
536,Rovaniemi,FI,66.5,25.7167,24.8,74,0,5.75,clear sky
537,Qui Nhon,VN,13.7667,109.2333,82.13,72,23,12.46,few clouds
538,Bumba,CD,2.1833,22.4667,75.4,81,100,5.19,overcast clouds
539,Enumclaw,US,47.2043,-121.9915,41.0,80,64,3.15,broken clouds
540,Jucuaran,SV,13.2539,-88.2478,69.06,85,96,1.86,overcast clouds
541,Fairview,US,40.8126,-73.999,52.0,76,1,4.79,clear sky
542,Kibaya,TZ,-5.3,36.5667,67.32,71,74,6.2,broken clouds
543,Port-Cartier,CA,50.0334,-66.8654,37.99,100,90,2.3,overcast clouds
544,Udachnyy,RU,66.4167,112.4,10.09,78,100,23.62,overcast clouds
545,Tacuati,PY,-23.45,-56.5833,75.4,61,0,4.03,clear sky
546,Adjumani,UG,3.3779,31.7909,82.49,51,100,6.51,overcast clouds
547,Tahe,CN,52.3333,124.7333,49.82,39,53,7.16,broken clouds
548,Noumea,NC,-22.2763,166.4572,80.6,83,100,4.61,overcast clouds
549,Puerto Escondido,MX,15.85,-97.0667,78.89,73,16,7.29,few clouds
550,Kashi,CN,39.4547,75.9797,55.4,44,20,2.24,few clouds
551,Lompoc,US,34.6391,-120.4579,48.2,93,100,8.05,overcast clouds
552,Talea,RO,45.2167,25.55,37.99,83,2,3.89,clear sky
553,Diu,IN,20.7141,70.9822,92.05,39,0,10.63,clear sky
554,Saint-Georges,GD,12.0564,-61.7485,77.72,80,12,8.66,few clouds
555,Dalmatovo,RU,56.26,62.9362,37.22,99,100,3.47,overcast clouds
556,Chalus,IR,36.655,51.4204,64.4,77,75,4.61,broken clouds
557,Trairi,BR,-3.2778,-39.2689,78.1,84,100,12.46,overcast clouds
558,Kloulklubed,PW,7.0419,134.2556,87.8,66,75,5.75,broken clouds
559,Gimli,CA,50.6336,-96.9907,33.8,100,100,11.5,overcast clouds
560,Luderitz,NA,-26.6481,15.1594,79.5,45,0,6.26,clear sky
561,Port Hedland,AU,-20.3167,118.5667,89.6,62,90,11.5,overcast clouds
562,Barmer,IN,25.75,71.3833,95.88,5,6,5.84,clear sky
563,Atbasar,KZ,51.8,68.3333,35.64,100,100,4.7,overcast clouds
564,Gushikawa,JP,26.3544,127.8686,78.8,50,90,10.36,overcast clouds
565,Ketchikan,US,55.3422,-131.6461,35.6,100,75,5.75,light snow
566,Katakwi,UG,1.8911,33.9661,78.33,56,5,6.73,clear sky
567,Fukue,JP,32.6881,128.8419,66.2,37,20,8.05,few clouds
568,Umkomaas,ZA,-30.2067,30.7978,75.0,75,6,3.0,clear sky
569,Mandera,KE,3.9366,41.867,88.18,47,17,8.95,few clouds
570,Cikarang,ID,-6.2611,107.1528,89.6,58,40,11.5,haze
571,Les Cayes,HT,18.2,-73.75,73.98,87,100,2.35,overcast clouds
572,Kamenka,RU,51.3223,42.7678,46.0,61,100,8.61,overcast clouds
573,Nouakchott,MR,18.0858,-15.9785,69.8,60,0,13.8,clear sky
574,Ixtapa,MX,20.7,-105.2,73.99,83,2,1.34,clear sky
575,Shimoda,JP,34.6667,138.95,60.8,51,40,6.91,scattered clouds
576,Madang,PG,-5.2246,145.7966,82.78,77,99,4.23,light rain
577,Coquimbo,CL,-29.9533,-71.3436,55.4,88,0,2.3,clear sky
578,Port Hawkesbury,CA,45.6169,-61.3485,34.0,100,90,10.36,light rain
579,Rabo De Peixe,PT,37.8,-25.5833,57.2,88,40,2.3,scattered clouds
580,Monroe,US,43.1501,-77.6831,62.6,51,1,9.22,clear sky
581,Osa,RU,57.2829,55.4567,35.73,99,100,2.91,moderate rain
582,Tamboril,DO,19.4854,-70.611,71.6,100,75,4.88,broken clouds
583,Caete,BR,-19.88,-43.6697,64.4,77,75,11.5,broken clouds
584,Kokopo,PG,-4.352,152.2633,76.55,86,100,1.5,overcast clouds
585,Rocha,UY,-34.4833,-54.3333,66.9,93,100,6.85,moderate rain
586,Itarema,BR,-2.9248,-39.9167,79.79,80,100,14.65,overcast clouds
587,Milton,US,34.1322,-84.3007,57.99,92,96,2.55,overcast clouds
588,Yaan,NG,7.3833,8.5667,82.29,72,99,10.38,overcast clouds
589,Colborne,CA,44.0001,-77.8828,57.2,62,100,6.91,overcast clouds
590,Cartagena,CO,10.3997,-75.5144,78.8,89,20,4.61,few clouds
591,Ambunti,PG,-4.2365,142.8448,88.45,64,57,1.43,broken clouds
592,Bam,IR,29.106,58.357,86.05,6,0,5.06,clear sky
593,Rondonopolis,BR,-16.4708,-54.6356,69.28,95,11,3.89,few clouds
594,Maarianhamina,AX,60.0973,19.9348,39.2,87,90,28.77,light rain
595,Bandarbeyla,SO,9.4942,50.8122,83.16,43,7,7.87,clear sky
596,Alice Town,BS,25.7167,-79.3,73.04,68,0,15.59,clear sky
597,Quechultenango,MX,17.4167,-99.2167,67.35,66,0,1.14,clear sky
598,Pujehun,SL,7.3581,-11.7208,77.77,91,42,2.57,scattered clouds
599,Vytegra,RU,61.0064,36.4481,34.65,81,7,10.47,clear sky
600,Dinghai,CN,26.2847,119.7936,66.2,39,0,17.9,clear sky
601,Kayasula,RU,44.325,45.0,61.07,63,100,16.49,overcast clouds
602,Qasigiannguit,GL,68.8193,-51.1922,33.8,80,75,11.5,light rain
603,Manzhouli,CN,49.6,117.4333,63.27,15,26,15.03,scattered clouds
604,Ihosy,MG,-22.4,46.1167,74.39,63,100,5.68,overcast clouds
605,Brae,GB,60.3964,-1.353,33.8,75,40,24.16,light snow
606,Cuamba,MZ,-14.8031,36.5372,73.06,69,100,4.92,overcast clouds
607,Denpasar,ID,-8.65,115.2167,89.6,58,20,4.61,few clouds
608,Vallenar,CL,-28.5708,-70.7581,62.55,66,0,1.63,clear sky
609,Olinda,BR,-8.0089,-34.8553,78.8,73,40,12.66,scattered clouds
610,Loudi,CN,27.7344,111.9944,65.16,62,100,4.32,overcast clouds
611,Vila Velha,BR,-20.3297,-40.2925,73.99,83,75,10.36,broken clouds
612,Playa Del Carmen,MX,20.6274,-87.0799,78.8,83,20,10.36,few clouds
613,Ukiah,US,39.1502,-123.2078,48.2,61,1,2.8,clear sky
614,Sao Raimundo Nonato,BR,-9.0153,-42.6994,70.39,78,14,4.7,few clouds
615,Trincomalee,LK,8.5711,81.2335,82.06,73,1,13.33,clear sky
616,Amahai,ID,-3.3333,128.9167,80.74,80,99,2.35,overcast clouds
617,Smithers,CA,54.7804,-127.1743,32.0,69,75,9.22,broken clouds
618,Salta,AR,-24.7859,-65.4117,68.0,94,75,1.21,broken clouds
619,Mateus Leme,BR,-19.9864,-44.4278,64.4,77,75,11.5,broken clouds
620,Obuasi,GH,6.206,-1.6619,73.76,96,100,2.01,overcast clouds
621,Krasnohrad,UA,49.3814,35.4402,43.88,46,2,6.76,clear sky
622,Magadan,RU,59.5667,150.8,24.98,77,9,5.73,clear sky
623,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.0,45,96,15.66,overcast clouds
624,Kindu,CD,-2.95,25.95,74.41,87,100,2.13,overcast clouds
625,Leshukonskoye,RU,64.8989,45.7622,35.38,85,99,14.34,overcast clouds
626,Verkhnyaya Inta,RU,65.9811,60.3094,39.54,76,100,21.68,overcast clouds
627,Ancud,CL,-41.8697,-73.8203,50.0,87,90,5.75,overcast clouds
628,Douglas,US,41.3,-96.167,48.99,100,90,8.05,overcast clouds
629,West Wendover,US,40.7391,-114.0733,50.0,23,1,11.5,clear sky
630,College,US,64.8569,-147.8028,-0.4,46,75,12.66,broken clouds
631,Zhenjiang,CN,32.2092,119.4342,65.91,37,11,10.45,few clouds
632,Camacha,PT,33.0833,-16.3333,62.6,77,40,10.36,scattered clouds
633,Dagana,MR,16.5165,-15.5068,78.8,41,0,4.61,clear sky
634,Mecca,SA,21.4267,39.8261,90.81,18,54,4.85,broken clouds
635,Jalpan,MX,21.2333,-99.4833,71.92,72,100,2.8,overcast clouds
636,Narsaq,GL,60.9167,-46.05,33.8,75,75,3.44,broken clouds
637,Dumas,US,35.8656,-101.9732,60.01,43,1,4.61,clear sky
638,Miyako,JP,39.6367,141.9525,43.21,45,30,16.75,scattered clouds
639,Biak,ID,-0.9131,122.8766,80.55,77,100,1.66,overcast clouds
640,Nisia Floresta,BR,-6.0911,-35.2086,77.0,88,40,8.05,scattered clouds
641,Nadym,RU,65.5333,72.5167,33.66,99,100,16.51,overcast clouds
642,Bezhetsk,RU,57.7851,36.6965,34.75,85,6,8.7,clear sky
643,Saidpur,BD,25.7777,88.8917,96.13,36,44,4.83,scattered clouds
644,Solnechnyy,RU,50.7214,136.6319,39.22,59,57,2.53,broken clouds
645,Tyulgan,RU,52.3405,56.166,37.26,97,90,4.05,overcast clouds
646,Luwuk,ID,-0.9516,122.7875,82.36,81,100,1.72,overcast clouds
647,Nicolas Bravo,MX,18.45,-88.9167,79.0,92,100,3.0,overcast clouds
648,Sangar,RU,63.9242,127.4739,27.84,93,100,7.87,light snow
649,Staroaleyskoye,RU,51.0061,82.0,36.59,98,100,8.97,overcast clouds
650,Lamar,US,33.6668,-95.5836,62.01,59,1,10.36,clear sky
651,Bang Saphan,TH,11.2126,99.5117,89.6,70,20,8.05,few clouds
652,Chichimila,MX,20.6167,-88.2167,71.82,97,32,3.89,scattered clouds
653,San Fernando,PH,15.0286,120.6898,91.4,52,75,4.61,broken clouds
654,Kutum,SD,14.2,24.6667,79.18,5,100,19.35,overcast clouds
655,San Nicolas,PH,18.1725,120.5953,87.8,62,20,11.5,few clouds
656,Qostanay,KZ,53.1667,63.5833,44.6,76,0,6.71,clear sky
657,Dalvik,IS,65.9702,-18.5286,15.8,62,40,4.61,scattered clouds
658,Beira,MZ,-19.8436,34.8389,78.8,78,20,9.17,few clouds
659,Clearwater,US,27.9659,-82.8001,66.99,88,1,6.6,clear sky
660,Kotelnich,RU,58.3089,48.348,38.23,80,8,10.18,clear sky
661,Chokurdakh,RU,70.6333,147.9167,1.06,93,100,10.47,overcast clouds
662,Khao Yoi,TH,13.2403,99.8243,89.6,70,20,6.91,few clouds
663,Homer,US,59.6425,-151.5483,23.0,39,1,14.97,clear sky
664,Bulgan,MN,48.8125,103.5347,50.31,36,100,4.7,overcast clouds
665,Shadegan,IR,30.6497,48.6647,84.2,28,40,11.5,scattered clouds
666,Qobustan,AZ,40.0824,49.412,64.4,72,0,9.22,clear sky
667,Acari,PE,-15.4311,-74.6158,70.92,83,100,2.91,overcast clouds
668,Millville,US,39.4021,-75.0393,46.0,100,1,4.25,mist
669,Marzuq,YE,14.4,46.4667,83.52,8,49,2.95,scattered clouds
670,Kieta,PG,-6.2167,155.6333,78.58,94,100,12.66,moderate rain
671,Broome,US,42.2506,-75.833,53.6,66,1,11.5,clear sky
672,Hellvik,NO,59.9156,5.781,37.99,93,40,60.4,light rain
673,Yei,SS,4.095,30.6779,84.16,49,90,3.78,overcast clouds
674,Padang,ID,-0.9492,100.3543,87.8,70,40,8.05,scattered clouds
675,Marsaxlokk,MT,35.8419,14.5431,55.99,54,40,10.36,scattered clouds
676,Kakonko,TZ,-3.2828,30.9642,69.6,85,67,2.8,broken clouds
677,Sur,OM,22.5667,59.5289,90.01,30,0,1.52,clear sky
678,Goundam,ML,16.4145,-3.6708,80.29,13,0,9.04,clear sky
679,Yambio,SS,4.5721,28.3955,80.19,58,63,7.65,broken clouds
680,Praia,CV,14.9215,-23.5087,68.0,73,0,14.97,clear sky
681,Huarmey,PE,-10.0681,-78.1522,69.03,90,100,7.11,overcast clouds
682,Oktyabrskiy,RU,54.4815,53.471,39.83,99,100,0.98,moderate rain
683,Chiredzi,ZW,-21.05,31.6667,76.05,55,0,4.05,clear sky
684,Kalmunai,LK,7.4167,81.8167,85.84,62,39,8.72,scattered clouds
685,Kushmurun,KZ,52.4503,64.6311,33.93,99,100,6.51,overcast clouds
686,Ilhabela,BR,-23.7781,-45.3581,73.18,85,58,6.17,broken clouds
687,Kenai,US,60.5544,-151.2583,17.01,41,75,28.77,broken clouds
688,Siloam Springs,US,36.1881,-94.5405,61.0,54,1,10.36,clear sky
689,Aripuana,BR,-9.1667,-60.6333,71.92,97,100,1.57,light rain
690,Tromso,NO,69.6496,18.957,24.8,80,0,5.75,clear sky
691,Novobirilyussy,RU,56.9514,90.6661,39.69,70,100,3.85,overcast clouds
692,Norwich,GB,52.6278,1.2983,45.0,87,20,12.66,few clouds
693,Trebukhiv,UA,50.4843,30.903,45.0,70,0,4.47,clear sky
694,Lasa,IT,46.6166,10.7002,37.99,74,0,2.3,clear sky
695,Nacala,MZ,-14.5428,40.6728,78.8,78,75,14.97,broken clouds
696,Arlit,NE,18.7369,7.3853,86.41,6,100,4.59,overcast clouds
697,Montepuez,MZ,-13.1256,38.9997,74.8,73,17,8.39,few clouds
698,Puerto Lempira,HN,15.2667,-83.7667,74.95,89,100,4.34,overcast clouds
699,Nishihara,JP,26.1842,127.7558,78.8,53,75,9.22,broken clouds
700,Begoro,GH,6.3871,-0.3774,73.63,90,74,3.42,broken clouds
701,Beaver Dam,US,43.4578,-88.8373,48.99,100,90,8.05,overcast clouds
702,Maceio,BR,-9.6658,-35.7353,73.4,94,20,2.3,few clouds
703,Fort Nelson,CA,58.8053,-122.7002,30.2,47,75,6.91,broken clouds
704,Shelburne,CA,44.0787,-80.2041,55.99,63,100,11.1,overcast clouds
705,Avera,US,33.194,-82.5271,64.99,100,1,6.91,clear sky
706,Vestmanna,FO,62.1564,-7.1664,28.4,80,75,23.02,light rain
707,Opuwo,NA,-18.0607,13.84,73.63,52,0,13.85,clear sky
708,Kindersley,CA,51.4668,-109.1682,26.6,80,1,10.36,clear sky
709,Chase,CA,50.8165,-119.6857,39.2,48,100,1.14,overcast clouds
710,Lakes Entrance,AU,-37.8811,147.981,63.0,56,89,5.01,overcast clouds
